ID,Sentence
688,masum seksi yaramaz serinin fonksiyonel açıdan üç farklı sütyen çeşidi
689,âli ıle yazgülü oflayıp pufluyor
690,bacaklarınız kalın şiş ve varisli mı
691,nemli ve sıcak noktaları hedef alın göğüs arası kol altları şakaklar bilekler diz arkası dirsek içi gıbı
692,bü tıp parfümler cilt hastalıkları alerji ve kaşıntıya neden olabiliyor
693,olayın başına yansimasinin ardından mersin valisi âkif tig ın talimatıyla okul müdürü hakkında soruşturma açıldı
694,vali mehmet âli türker dere yatağındaki şu seviyesinde aşırı yükselme saptandığını belirterek inşaatı süren geçici köprüde taşma olasılığının ortaya çıktığını söyledi
695,sinüzitin sebeplerinin başında basın üşütülmesi geldiğini ıfade eden tekden şunları söyledi
696,bebek annedeki bü hastalık sonuçu beyın lopları gelişemeden dünyaya gelir
697,mili eğitim kültür gençlik ve spor komisyonu atatürk kültür dil ve tarih yüksek kurumu kanunu ıle devlet memurları kanunu nda değişiklik öngören yaşa tasarısını ele alacak
698,bunun nedeni işe kuveyt teki kuyuların günlük kapasitesinin 10 40 bın varil olmasına karşılık ırak taki kuyuların kapasitesinin 60 80 bın varil olması
699,harbiye deki dükkanda da sorunlar çıkınca taşı tarağı toplayıp bodrum ä döndüler
700,enderdir önü gördüğüm ama ö kinli gözleri hırslı bakışları gözümün önünde
701,yenik düşmüş bü haydut ö köpekleri anımsıyor mü zaman zaman ve ılk karısı suzani çocuklarının da bır gün aynı yolu izleyebilecekleri aklına gelmiyor mü hiç yä cennete biletli ayı cayır cayır yanan alnını seccadeye her vuruşta inçe sesli bır sokak köpeğinin sarkaç gıbı cilveli kuyruğunu görmüyor mü ki
702,kol kola girmiş kız kümeleri arkalarında erkek öğrenciler daha da arkalarda avuç içlerinde gizledikleri sigaralarından çekiştiren ve kızlara uzak duran haydut öğrenciler sokak başlarında dudakları sigaralı bıçkın gençler yanlarından geçiyordu ve kimse onun farkında olmuyordu
703,niye ö süpürüyor kapıcı süpürür ama işte öyle alışmış zevk alıyor kadın terastan aşağı şakırdayan suların içinde süpürgenin fışırtılı müziğini duymaktan
704,metaller sıcaklık düşünce buzulur
705,gene de sıcak elini bizden daha çabuk tutar biz kentin göbeğine ulaşmadan göğün parlak mavi rengi atmış tozlu yolların bitiminde hava ışığa dönüşüp titreşmeye başlamış ölür bağlardaki cırcır ötüşleri sanki peşimize takılıp dış mahallelere kadar bizi izlerdi
706,kırmızı beyaz yollu bez önlükleri ö kalın bellerini kuşatmış mintanlarının yenleri dirseğe dek kıvrılı ve kolları kara kara kıllı
707,içmezdim de sıkı köpük köpük iştahlı kalçalar upuzun çengel bacaklar
708,halamın merakı bununla da kalmamış dönemin kız enstitülerinin yetişkinler için açmış olduğu biçki kurslarına devam etmiştir bü sayede çok sevdiği kızı cavide ye bır sürü elbise tayyör dikebiliyordu
709,haşa bilim yoluyla bilebiliriz
710,teşr n teşrin ı ş n şanı kararı nın fesh edildiği yönündeki takriri recep bey ın karşı çıkması üzerine kabul edilmemiş ve madde aynen geçmiş ön üçüncü maddenin ve kanun teklifinin tamamının kabulünden sönra celseye ara verilmiştir
711,refik bey toplantıda ismet paşa dan herhangi bır arkadaş hakkında bır şey duyduğunda konuyu açıklıkla sormasını istediğini ve böylece dedikodu ve yanlış anlamaların ortadan kalkacağını söylediğini aktarmış ve samimiyetle söylediği bü sözlerden ismet paşa nın mütehassis olduğuna işaret etmiştir
712,islamda cezalar ä hadd b kisas veya diyet ç tazir ölarak ayrılır
713,kendi hisini ve dadısının şevk ve teşviki sayesınde arab den arabiden sarf ve nahivden fil ndan filandan m ada maada ris le risale ı erbaayı şerhleriyle beraber l yıkıyla layıkıyla gördü
714,bü her än yuvarlanıp yitme duygusunu recaizade ekrem romanını oluşturan izlekleri kişileri nesneleri ilişkileri ve hattâ üsl bü üslubu durmaksızın hiçleyerek uyandırır araba sevdası nda arabalar yök ölür sevdalar yiter sevgılı kayıplara karışır metinler buruşturulmuş kağıtlar üzerinde boşluğa atılır ilişkiler özellikle de bihruz ün annesiyle ve hocasıyla ilişkisi çıkar ilişkilerine dönüşür eylemler çamlıca daki arabaların döne döne gidişini yineleyen muttasıl ve müselsel devreden zencir ı müteharrik gıbı 1 hiçbir yere ulaşamayan bır kısır döngüyü sanki aynı abes merkeze zincirlenmişcesine tekrarlayan eylemlerdir
715,burası çamlıca bahçesi namiyla ıstanbul da en evvel tanzim ve küşat olunmuş olan bahçedir
716,alelacele toplanıp masaların başına hızla yemeğe başladılar onlar da el çırpıp şarkı soylemeyecek içki içip fıkra anlatmayacak ıp gerip dallara salıncak kurmayacaklar nasıl olsa sessız sedasız yiyip yemeklerini fisir fisir konuşup aralarında az sönra içlerinde dagilacak hüznün ve bulutların grilerini de yanlarında taşıyarak toprak kokan bü kirdan evlerine dönecekler tek tek bır tek ıhsan belkı bır ıhsan evimize dönmeyecek belkı ekrem alıp götürecek önü ve ekrem lerin konuk odasında ekrem ın karısının ozene bezene serdiği çiçek kokulu carsaflarinda bır ö yana bır bü yana şimdi neden benım de onun yanında olmadığımı sora sora bütün geçe ve baña şimdiye değin hiç soylemedigi ictenligiyle caresizligiyle mı yoksa sevği ve özlem sozcuklerini fisildayacak yıne de sabahı dar edecek kendine bü geçe ıhsan biliyorum yanı kocam
717,sifonu çekecek birazdan sönra aynanın karşısında uzun uzun yüzüne bakacak şişmiş gözlerine belkı de kadınların kendilerini tanımalarının nedeni olan aynası içinden izleyip kendini önü yorup bezdiren irinini söküp alacak oradan içinin derinliklerine bakacak aynada ve kremler fondötenler rujlar sürecek yüzüne
718,aşağıdan atılmış da lök dıye oraya yapışmış gıbı duruyordu
719,bunlara kölelik ve küllük toplumlarında ve bü toplumların ideolojisi olan şeriat sistemlerinde rastlamak olanaksızdır
720,sözgelimi tüberküloz basılı asitli ortamlara dayanıklıdır
721,kipik gözlerle duru gökyüzüne bakıyorum
722,cipil yeşil gözleri uzun boyuyla yakışıklıydı
723,torbayı açtığımda sıra kokan bağlar hışırdayan ceviz ağaçları benlik şamatası kopararak beriye giden ergen kızları bulgur kaynatan taze gelinleri kabak kafalı çocukları düşündüm ilkin
724,kuşluk vaktinden sönra arka bahçeyi sulardık suya doyan çimler çiçekler dirice ipilderken vişne erik ağaçları arasında uzanan güneşten korunmak için sarmaşıklarla kahkaha cicekleriyle kaplı gölgeliğimize geçer ben el dikişlerimi yaparken ö da kitabını alır çoğu kez yä bır sarmaşık çiçeğini elinde döndürür yä da dallardan kopardığı şeyleri çiğneyerek yoruluncaya dek okurdu
725,bogurtlen dikeniyle çevrili bahcelere gizlice girdiğimizde her yanimiz cizilirdi alasulu kayisilari koruklari ceplerimize doldurup kuytu köşelerde yerken çoğu kez bekir amca yä yakalanirdik
726,demin baktım misil misil uyuyor
727,çeteler kurup terör estirme aliskanligimiz var
728,musluk başında puskullu uçlarını kesip attığım taze soğan yıkayıp pakladigim domates biber salatalık hadi bır yandan da akşama hazır ölür suyu vitamindir sebze çorbası da ocağın küçük gözünde fikirdayip dursun bır kaptan bır kaba singirtilarla aktardigim bulasigin aralarindan hiç belli etmemeye çalıştığım ilgimle dınlıyorum önü
729,arka tarafın sessizliğini sık sık çalan telefonun çınlamalarıyla facit makinenin kolundan tutup çevirdikçe elektrik sayacı gıbı fır fır dönen rakamların ö her dönüşte bır köşeye bıraz daha para ayıran rakamların cır cır sesleri bozdu
730,az buz tel şe telaşe değil ama değiyor
731,bır balık kılçığı uğruna ciyak ciyak kavga eden yavruların inçe tiz miyavlamaları dışı arayan kızışmış erkeklerin boğuk inlemeleri şuradan buradan mırnavlaşma sesleri yavrularım arayan bır anne kedinin bıraz kaygılı bıraz azarlayıcı mırnavları duyuldu
732,ne malûm keş olmadığı
733,raif ergüç mektubunun bü bölümünde annesinin bü halının kendisini de bır yaşlanma kendini eskimiş hissetme ve dünyadan uzaklaşma konumuna sürüklediğini önceleri buna direnmeye çalıştığını ama sonunda evin her yanını saran eskimeye ve yaşlanmaya teslim olduğunu gerçek yaşamla olan bağlarının da gittikçe zayıfladığını böylece zamanla kendi yaşamının sahnesinde unutulmuş eski bır dekor parçasına dönüştüğünü belirtiyordu
734,ılk kanlı kıpırtıların belirdiği makedonya da bulgar komitacılarca öldürülen bır müslüman köylünün kapısına dul eşi alsın dıye atlas bır kesede altın bırakılıyor selanik te hürriyet için gizli toplantılara katılan bır öğrenci zaptiyelerden kaçarken bır el kendisini bır medresenin bahçesine çekiyor şam da münzevi bır dın adamı hastalandığında kapısını hiç tanımadığı bır tabip çalıyor hicaz çevresinde ayaklanan kabilelerin şehit ettiği genç bır zabitin yetim çocuğu bır sabah vakti güleç yüzlü bır ihtiyar tarafından evinden alınıp bır mektebe kaydettiriliyordu
735,unkapanı ndan bır kayığa bindi kayıkçı kalın abadan köyü bır göçük giymiş kukuletasını da başına çekmişti çırpıntılı denizde küreklere her asıldığında ıskarmozları zorlayan halatların gıcırtısıyla birlikte karanlığa dağılan bır buharla geceye saldığı hıh sesi duyuluyordu
736,belkı de yalnızca cıngıl nuri nın kamyon şoförü olduğunu haber vermek için gelmişti köye tek görevi buydu
737,söylentiler tıpkı bır sülük gıbı gecenin karanlığını eme eme büyüyordu sabaha dek daha inanılası daha görülesi ölüyordu
738,geriye her ıkı obekten de yaz ikindilerinin anlamsız mayisikligini ansızın yağan karın bagisladigi beklenmedik diriligi bahar suruncemesinin tarçın rengini konuşmaların ve aşkların tadını tüzünü bır biçimde kurşun kalemle tukenmezle flomasterle dolma kalemle daktiloyla yä da bilgisayarla aktarabilenler üstlerine çöken toplumsal karanlığın baskının rengini kokusunu sozcukleriyle iletebilenler ayrıntılarla zenginlestirenler kalır
739,işli ağır ruh havası gıbı kapalı soğuk huzunluydu icimiz
740,birer birer çöken kalelerin altında kalan devrim hayalimizin sosyalizm umudumuzun daha güzel bır dünyaya ve dünyayı ellerimizle kuracağımıza olan keşişçe inancımızın simgesiydi
741,gerçek pısırığın kım olduğunu zaman ikimize de öğretti zaten ve bunu ben aynen haykırıyorum öna gözlerimle ölüp bitenlere bır bak diyorum zahmet edip boynunu uzat da hasan ın gözlerinden bır bak gülümüzün bahçesizliğine renksizliğine ve savrulup duruşuna bır bak afallayıp kem küm edıyor bır än hani torununun suretinden neredeyse pılısını pırtısını toplayıp gidecek gıbı ölüyor ama toparlanıp birdenbire tekrar direniyor
742,oysa dışarıda ölüp bitenleri gördükçe ecel terleri döküyordu ö hem kuş gözü kadarcık deliğin gerisindeki zifiri karanlıkta durup sapır sapır ter döküyor hem titriyor hem göz yaşlarını içine akıta akıta ağlıyor hem de varıp ö göz yaşlarının göllendiği yerden başlayarak her yanına yayılan iflah olmaz bır çürümenin soluğuyla ağır ağır ölüme doğru sürükleniyordu
743,her seferinde ohh dıye dudaklarını sapirdatmaktan geri kalmiyordu
744,hatice yaprak sarmalarını sımsıkı upuzun sarardı bü yüzden dolmanın üçü ağzına sığmayıp çenesine doğru kayınca eşber pirinçleri önce dilinin ucuyla toparlamaya çalıştı beceremeyince de avucuyla sıvazlayarak dudaklarına götürdü sönra elini sırtındaki tiril tiril ipek gömleğin yenine sildi
745,girişimci atık gözüpek ve acımasız yaratıklar çünkü
746,ölgün neonların aydınlattığı bır benzin istasyonunun uygarlığın yöredeki bü tek kanıtının hemen yanında barakadan bozma bır yerdi
747,küllük nerede
748,esegini nodulluyor hız kesen babaya yetismeye çalışıyordu
749,benım ustalık donemimin magnum öpüş olacak
750,ötekiler hocanın koyduğu modeli vazo mü yunan heykeli mı neyse ciziktirmekle uğraşir dururdu
751,papatyaların sapları domates çorbasının buharı utulenmis gomleklerin kol ağızları helvanin bayat fıstığı leş gıbı kokuyordu
752,peki ötekiler sermayenin askerleriyle savaşanlar onların okul çocukları değil de gerçek proleterler olduklarını mı söyleyeceksin yä da proleterlerin kullandığı maşalar yä da lumpenler ölarak mı niteleyeceksin onları
753,ben de hay burnuna osurayım senin lan kalecik ayısı
754,bordo harmaniye sarınmış rahiplerden bazısı zaman zaman gelip heykelin önünde huşu ıle eğiliyor avuçlarından birleştirdiği ellerini önce kalbine sönra ağzına götürüp yıne aynı put gıbı gülümsüyor anlaşılan öna saygılarını sunuyordu
755,melekler uçarken kanatları havada pır pır edıyor
756,hani kafasına göre havalar düzelince uçun hemşerim demektedir
757,işin daha enteresan yanı prenses bacı da feneri baş oğlanımıza yakmaz mı bır bakış zulada dudaktan kapış karanlıkta alelacele bır fış fış ve iş bitti
758,copu kıçıma sokacakmış gıbı sürtüp duran dayaktan haşat vaziyette çırılçıplak ayakta durmaya çabalarken üzerime ö bileğim kalınlığındaki hortumu doğrultup tazyikli suyu sıkarken kahkahalar atan askıda çükümde teller koltuk altlarım alev alev yanarken fulya yı düzeceğini kulağıma fısıldayan
759,burada cümle börtü böceği cümle çiçek ve otları böcek ve kartalları şahin ve bazları keklik ve kewderileri kotır ve kevokları objektifine takılan her şeyi geven otlarını yılan yastığını siyabo otunu helız mantarını meşe ormanını mazı ağaçlarını al al nergiz çiçeklerini kokularıyla renkleriyle duruşlarıyla bazen bır mevsimlik bazen dört mevsimlik ömürleriyle fotoğrafladı
760,güneş epeyce yukselmis olmalıydı zira karşımda istihlak mahkemesi azası bazen de reisi âli taş ın lupcu inhas ın kısmet paşa nın ve ahali şurası reisi kezalep paşa nın boş arsalari çevirerek yaptirdiklari üçer katlı kagir binaların camları paril paril parliyordu
761,tek nefes alan varlık kendisiydi ıyı ama artık ö kendisinde bıle tuhaf tuhaf yabancı olduğu bır tat yök müydü ki
762,kontlar dükler düşeslerin bazıları mesenmişler
763,ülkede öyle şom ağızlı bilim adamları var ki
764,böylece tüm ölüp bitenler ıyı kavranabilirse modernligin tarihsel olgusalliginin asilma imkanı da kendiliğinden ortaya çıkar
765,oysa oznelligin sahici gerçekliği tam tersi bır noktada yanı hukumdarlik erki kavramını oluşturan tozsel iradeyle özdeş olan oznellikte yatar
766,capcanlı bır biçimde her yerde hazır ve nazır
767,ne tehdit ne acındırma barındıran apaçık ve yalnızca kendiliğinden gelen bır iletişim kurmaya çalışıyordu
768,yalnız saplama yapmaya izin veriliyordu
769,yoksa çuk otururdu milliyetçi cephe başkanı başka bır yakıştırma martaval cumburlop balabanı
770,bıraz sönra bır bakıyorduk ki kuçu nün ağzında kırk bır numara bır erkek ayakkabısı hem de rugan hem de kösele
771,bır millî maçta millî duygu ortaya çıkmayacak da ne zaman çıkacak yanı ben şimdi şu evde maç izliyorsam evdekiler soluk bıle almamalı değil mı abicim yök ikide bır zırt vırt televizyonun önünden geçerlerse insanın tepesi atmaz da ne yapar
772,ancak bü suçu işleyen kişi yä da kişiler işi iyice azitmaya başlamıştı
773,gerçeğin sıradan bır zerresi olan bır adamda bıle kurcaladikca yenı özellikler beklenilmez çizgiler saklı koseler ortaya çıkıyordu
774,temel gereksinimler dışında leon lä konuşmadıklarını kavradı leon ü nigdeli ermiş ibrahim hacı dan şifa bulması için yanına katan hekim gözünün önüne geldi
775,kendilerine ayrılan odaya girdikleri zaman dimitri körün omzunu sarsarak fısıltıyla sakın manastıra gittiğimiz zaman çok konuşma dedi buradan da kovulmak istemiyorum anladın mı
776,despot içeriye girmeden önce manastırın karşı yamaclarindaki kayaları iş ret işaret ederek işte orada oyulan bır ki liseyi boyayacaksin küçük bır sapel dedi
777,eğer şen kendini topladigin güçle gıyaseddin efendimizden daha güçlü olacağını saniyorsan yaniliyorsun
778,tanımadığı bır insanın duruşundan bakışından giyiminden sıkılıyor mü şöyle bır etrafa bakıyorum şaşılası genişlikte patronu löp löp pide yiyor
779,dışı aslan erkek sağılmaz tabi gırıl gırıl gırlıyor
780,ister söğüş ister salata
781,çıtı pıtı minyon bır tıp öldü
782,bununla birlikte mezopotamya ıle ticaret dolayısıyla hattı beylerinin kanisde kültepe olduğu gıbı asurca bilen katipler kullanmış olmaları muhtemeldir
783,sırasındaki aynı tuhaf sessizlik başladı
784,mahpeyker ı büyükada daki sörlere gönderelim
785,müttefikler pek meşru ve mutedil taleplerimiz muvacehesinde bize karşı bır kaya gıbı sakit ve bahis olan eski tarzı hareketi tekrar ibraz ettiler
786,siz onlar gıbı ananizi babanizi tez elden huzur evlerine göndermek istiyorsanız her allah ın günü boyalı sarı karilarla oynasmak istiyorsanız lafın kısası cemaat her boku her naneyi yiyeceksiniz de batililasmayi fırsat biliyorsunuz
787,bır şehrin adını nereden aldığı sorusu çoğu kez dil oyunlarına dayalı ilkel bır yoldan yanitlanir rumlara göre hıristiyan katliamindan kaçanlar nereye gidiyorsun sorusuna işten poli kente gidiyorum karşılığını verdikleri için ıstanbul ün adı işten poli den türemiştir
788,hani şen de bır tuhaf ölürsün bır ağır akar kanın damarlarında bırı bır lâf söylese zor akıtırsın yaşını içeri yaşlı türküler çıkar ıkı dudağının arasından
789,türk mılletı kendi istiklalini korumaya ve kurtarmaya çalışırken karşısına çıkan düşmanların en şeni halife ve sultan olduğunda elbette çoktan karar kılmıştır
790,emin olmak için hemen harmandan bır şelek
791,bellegimiz merkez hesap üssü gıbı çalışırdı kaç çocukla kaç buyukle göz göze geldim şu köşeye kadar daha kaç kişiyi gorebilirim en fazla gören kişiye ne kadar yaklaşırım en yakın rakibime ne kadar fark atarim bü sırada mahallede kımler ölür oraya kadar kaç dakikada giderim yuzumu hangi yana dönsem daha fazla insan görürüm sıralı sirasiz yüzlerce soruyu aynı anda sorar ve sayıları bilgisayar hızıyla toplardik
792,orhan aslında her şeyden önce yatacak bır yer bulmak gerek ama biz ne yapabiliriz ki şimdi yaz olduğu için kolay ama kışın ne yapacaklar
793,yasanani haklarım anladınız mı silisimi begendigi için yüz bın lira verdi hem yıne görüşürüz dedi
794,kemal ın yanında oturan bunalıp pöflüyor öbür yolcular baygın kendilerinden geçmişler ayakta gidenler bıle
795,karnı tok oturduğu yerde uyuklayan kemal ancak otobüs ciyaklayip savurarak terminale dönerken uyanıyor
796,bü duyguyu ayrimsadigim kimi zamanlar sıra dışı şeylerle karsilasmamistim ama garip ilginç yä da güzel şeyler yasamistim cogun
797,dışarı açıl azıcık
798,daha önce sosyal demokratlari beğenmeyen toplumsalcilar da karşı köşelere savulmadilarsa sosyal demokrat oldular
799,francis bacon 1561 1626 doğa ıle toplumun araştırılmasın da tasımlara dayanan savurmanin yerıne deneylere dayanan eleştirel tümevarım yönteminin kullanılması gerektiğini savunan çok yönlü bır bilim adamıydı
800,ancak hiçbir zaman hasis olmadı
801,tahşın e haber iletilmiş tugay dan tayın bedeli vermeyeceğiz ö namussuza
802,1938 de divriği demir madenleri işletmeye açılır ve şehir 1939 da ılk fabrikasına ddy cer atölyesi ne kavuşur
803,mahalle yaşamı allak bullak öldü bü sakın sığınak bır cangıla dönüştü
804,bır gün kırmızı sirtiyla kocaman bır yılan çıkmış karşısına demiş ki fatma yä beni gordugun yerde düşmanın gıbı öldür kardeşin gıbı kulle
805,en ilginci işe kumluk tepelerin arasında kendi gizemini saklayaduran olgunlaşmış bır yaşam sürdüren sayısız göller kumul alan içinde yeraltı sulariyla oluşan bü gollere yöresel dilde harim deniyor
806,asılan tepelerin zirvelerinden ırmak yollarını seyreden buraya özgü yaban koyunları ovis nivicola eschscholtz nehir yataklarında kâr eşeleyen kanada geyikleri alces alces l
807,etrafı zaman zaman ön metreye kadar yükselen ve bır şûra dönüşen kayalarla cevrelenen bü ırmak geyik sürülerinin dışarıdan gelebilecek saldırılara karşı kendilerini korudukları doğal bır sığınaktı
808,dgm idamı kaldıran yaşa hükmünün ilgili hukumluye sartla saliverme ve infaz yasası hükümlerinin uygulanamayacagini kararä bağladığını belirtti
809,saab bü modeli yenilerken kasası ıle birlikte sürüş dinamiği ve şasi konuşunda büyük değişiklikler yapmış
810,apış arasındaki kaşıntılı yanmalar canımdan bezdirmeye başladı
811,söğüş savaş ustası telefon konuşmalarımı ilgiyle dinliyordu
812,havaalanında sosyetenin ünlü mimarlarından yılmaz şanlı ve güzel eşi necla hanımı gördük
813,sol elinde işe katolik hacı var
814,şeri uretilirse saatin 10 15 milyon liraya mal olacağını dile getiren yerdelen içinde çip bulunan deprem saatine özel bır kod numarası veriyorum
815,edirne kapı zabıta müdürlüğü nden hareket eden ekipler söküm çalışmalarına bayrampaşa zeytinburnu ve florya da başladı
816,yağmur durul taylan ıle de komik bır mafya hikâyesi çekeceğiz
817,anday akşam tercüman büyük gazete tanin ve cumhuriyet gazetelerinde fıkra yazarlığı sanat sayfası yöneticiliği yapmış denemeler yazmış 1954 te başladığı ıstanbul belediye konservatuvarı tiyatro bölümü fonetik diksiyon öğretmenliğinden 1966 de emekli olmuştu
818,10 yılık araçta airbag ne yapacan söktür onları sat gitsin ıyı para veriyorlar
819,bence takdir kardeş benım 325i var 2700 motor 285bg sıralı tüp var yanı
820,sayı sistemleri aritmetik işlemler önlük tabandan diğer tabanlara dönüşüm alfa nümerik kodlar
821,altmisli yılların sonu ve yetmisli yılların başında ihbarla ilgili resmî afişler vardı sayın muhbir vatandaş dıye ve muhbir vatandaşa ödül vaat eden afişler
822,çok eşle evliliğin meşru olduğu zeminde bıle baldızla evlenmeyi yasaklayan kuralä karşı baldızla basılan adam örneği 28 11 2002 milliyet çan dündar
823,sadece şili nın bakır madenlerinin ö ülke halkına neye malolduğuna petrolün araplara nelere malolduğuna bır bakın yeter
824,suç bizde işinin ehli insanları getıremıyoruz başa kendileri milyarlarca lira para alıp beleş fiyatlarda lojmanlarda kalıyorlar sayın milletvekillerimiz 200 milyarlık mercedes lerle geziyorlar fakiri düşünen kım sigaralarına kadar karşılıyoruz verdiğimiz vergılerle kendileri lüks içinde halka gelınce para yök tok açın halınden anlar mı arkadaşlar sonuca gelınce suç yıne bizde vergi veriyoruz yaşasınlar lüks içinde bü dünyada işleri iş öbür dünyada bakalım aç insanların hakkını odeyebilecekler mı adam çocuğuna okul önlüğü alamamış ıntihar etmiş hepsının hesabı sorulacak bakalım kımler yanacak göreceğiz benden oy ıstersınız 3 kasımda
825,çocuklarımız bizlerin geleceğibu ülkede çocuklarımızı eğitim için gönderdiğimiz çocuklara özel ders verme amacıyla derslerde umursamaz tavırlara giren öğretmenler şartlar ne kadar kötü olursa ölsün meslek etikleri doğrultusunda hareket etmeyen öğretmenler sayesınde ülkemin insanları bü hâle gelmiştir öğretmenlik kutsal bır meslektir ve herkeş yapamaz ama maalesef bü kutsallığı kavrayamayan öğretmenler sayesınde türkiye de ekonomik çöküntüler krizler yolsuzluklar yaşanmıştır bü öğrencileri işte bü zihniyetteki öğretmenler yetiştirdi acınma ve acındırma edebiyatı yapacak zamanımız yoktur eğitim sistemi elbette yenilenmelidir ülkemizde çok zor şartlar altında çalışarak öğrencileriyle bütünleşerek mükemmel insanlar yetiştiren saygı duyduğum öğretmenlere saygım sonsuz maaşlara zam isterken özeleştiri yapmayı ihmal etmeyinmustafa kemal atatürk bır özdeyişinde öğretmenler yenı nesil sızın eseriniz olacaktır demişti evet sayın öğretmenler yenı nesili sızler yarattınız yaratmaya da devam edeceksiniz sağlıcakla kalın
826,buradan çıkıp milliyetçilik taslama
827,hatunda kiskirtti ama tenya höt dedi karı yandı götümün kenarı dıye bağırdı
828,ıkinci bır portakalın üstünü kesme şeker ıle ovun aynı şekeri ateşte sarımtırak bır renk alıncaya kadar eritin
829,gemilerin mantileri koptugundan yelkenler inmiş
830,bunlar çalı yalan yanlış haberler itibar etmeyin
831,bence tamamen kıskançlık bü meyve veren ağacı taslama hesabı tarkan ne yapsa problem hâline getiriliyor
832,yaşayan efsane schmacher şansız olamsa en az ıkinci ölurdu bü yarışta
833,yılda toplam 3 milyon 300 bın âdet jant üretimi yapan şirket 2001de türkiyeye ılk kez getirdiği ışıl işlem tesisleriyle çok dayanıklı ve daha inçe kesitli hafif jantlar üretiliyor
834,uzun zamandır beklenen citroen xsara t4un dünya şampiyonası sahnesine çıkması yarışın en ilginç notuydu
835,türkiye rallisi için yıne tecrübeli bır co pilot olan ekrem cır ıle anlaştık
836,ıkı bıyık bürümü sola üç evlek ileri tepe arkası kakila
837,fisichella hayatının düşeşini attı
838,bü özelliklerin yanısıra yıne en üst versiyonunda otomatik yol kontrol fonksiyonu cruise control 4 hava yastığı ısıtmalı elektronik ayarlı 3 ayrı hafızalı sürücü koltuğu ve hafızalı dış aynalar çok fonksiyonlu maksi dot geniş ekran göstergeli yol bilgisayarı abs ve edl gıbı aktif güvenlik sistemlerine ölarak äsr msr esp gıbı güvenlik özellikleri park sensörü direksiyondan kumandalı symphony model radyo cd changer aydınlatmalı soğutuculu kilitlenebilir ve 2 âdet bardaklık içeren torpido gözü klimatronik otomatik işi ayarlı klıma kapı bölgesini aydınlatan kapı lambaları far yıkama ünitesi arka orta kol dayanağında portatif kayak muhafaza ünitesi uzaktan kumandalı ve anahtardan kontrollü katlanabilir merkezi kilitleme sistemi ısıtıcılı çam silecek suyu arka çam güneşliği halı paspas gıbı kullanıcının güvenlik ve üst düzeyde konforunu sağlayan önemli ekipman özellikleri bulunmaktadır
839,ben yaklaşık 7 aydır düzenli body building yapıyorum ve govdem gayet güzel şekil aldı
840,şarkının bayatı makamında çalınması daha uygun olacaktır
841,atatürkün nöbet defteri gazı 1 türk dili kurultayı düzenleme kurulu tdtc teşebbüs heyeti üyelerinden ruşen eşref ünaydın ragıp hulûsi özdem ahmet ıhsan tokgöz rusenî barkın ıhsan süngü ve ahmet cevat emre ıle dolmabahçe sarayı nda görüştüler
842,osmanlı zamanında gerçek anlamda hizmet veren sülük toplulukları varmış
843,hâzik mehmed divanı nda kaside ve gazellerden başka 25 tarih terkib ı bend nazım şekliyle yazılmış 2 mersiye bırı farsça 2 tahmis 2 gazel ı nakisa 4 kıta 3 nazm 17 mufret yer almaktadır
844,eyler şitab şahne siham ı kader kadar
845,fazla kilolarinizdan kurtuldukca agrilariniz azalacak ve böylelikle daha keyifli bır şekilde programiniza devam edeceksiniz
846,artvine gidenler savsat ä ve yaylalarına karagöle uğramamazlık etmesin gittiklerinde bır peynır eritmesi ceviz içli kete ve pişi yemeden ö soğuk yayla sularını içmeden atabarını izlemeden dönmesinler
847,ar gör gülsüm kıllı butanayev viktor yakovleviç emiçeskaya kultura xakasov hakasların etnik kültürü n f katanov adına hakas devlet üniversitesi basım evi abakan 1998 371 ş 9 tablo
848,bü toplumsal değişmenin en tipik örneğini kendinden bahşetme kendini övme çabaları içinde kişilerin kullandığı ben sözünde bulmaktayız
849,ultrasonda görünen nodül büyürse bebeğe zarar verebilir
850,yenı açılan merkezde batık el sanatları ve kırkyama yama işi kursları verilecek
851,bireylerin çoğunda görsel izlenimler işitim izlenimlerinden daha belirgin daha süreklidir
852,fonosemantik ideografik bakımdan nazarı ve metodik problemler üzerine
853,bunlarda şimdiye kadar bulunabilen bazı eserler muhafaza edilmekte ve kısmen de ecnebi mutehassislarin yardımı ıle tasnif edilmektedir
854,en çok sevdiğim üzüm türü hafızalı türüdür
855,önde mcpherson arkada da burgulu çubuklu aksı golf ıle aynıydı
856,prototipi harekete geçirme görevi 90 derece acılı v8 silindirli tamamen yenı geliştirilen uzun mesafe yarış motoruna verildi
857,bü bakteriler sulu yara ıle kaşıntı yapar
858,bunun için çocuklarda temel asilanma yapılmalı yaralanma esnasında veya her 10 yılda bır aşı tekrari rapel yapılmalıdır
859,beslenme çantasını en az haftada bır çamaşır sulu bezle silin
860,bugdaylarin basaklari çıkınca bicilme zamanı gelir
